label_name,label,image_path,class_name,class
reals,0,/data/users/soteria/MIDV2020/reals/est_id_55.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_96.jpg_fake_2_24.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_59.jpg_fake_6_7.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_42.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_66.jpg_fake_0_36.jpg,lva,6
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_41.jpg_fake_5_21.jpg,srb,8
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_60.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_77.jpg_fake_2_103.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_72.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_03.jpg_fake_8_69.jpg,svk,9
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_74.jpg_fake_7_113.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_89.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_08.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_75.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_98.jpg_fake_1_74.jpg,rus,7
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_48.jpg,svk,9
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_69.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_00.jpg_fake_3_105.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_63.jpg_fake_3_15.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_68.jpg_fake_1_55.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_55.jpg_fake_9_90.jpg,est,3
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_11.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_82.jpg_fake_0_72.jpg,lva,6
reals,0,/data/users/soteria/MIDV2020/reals/est_id_06.jpg,est,3
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_96.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_54.jpg_fake_3_42.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_62.jpg_fake_9_113.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_44.jpg_fake_9_2.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_11.jpg_fake_7_69.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_96.jpg_fake_3_33.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_17.jpg_fake_2_51.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_85.jpg_fake_7_51.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_35.jpg_fake_3_85.jpg,aze,1
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_54.jpg,grc,5
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_63.jpg,alb,0
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_38.jpg_fake_3_43.jpg,aze,1
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_44.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_77.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_95.jpg_fake_8_80.jpg,svk,9
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_40.jpg_fake_2_22.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_19.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_66.jpg,srb,8
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_09.jpg_fake_2_63.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_71.jpg_fake_0_114.jpg,lva,6
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_07.jpg_fake_0_16.jpg,lva,6
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_78.jpg_fake_7_53.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_37.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_23.jpg,svk,9
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_53.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_70.jpg_fake_6_55.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_54.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_48.jpg_fake_2_21.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_11.jpg_fake_7_101.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_88.jpg_fake_8_62.jpg,svk,9
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_08.jpg_fake_4_85.jpg,grc,5
reals,0,/data/users/soteria/MIDV2020/reals/est_id_07.jpg,est,3
reals,0,/data/users/soteria/MIDV2020/reals/est_id_67.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_74.jpg_fake_7_114.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_58.jpg_fake_4_10.jpg,grc,5
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_95.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_83.jpg_fake_4_49.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_42.jpg_fake_6_94.jpg,alb,0
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_35.jpg_fake_2_71.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_86.jpg,svk,9
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_22.jpg_fake_4_4.jpg,grc,5
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_90.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_55.jpg,svk,9
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_36.jpg_fake_7_61.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_96.jpg,rus,7
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_75.jpg,svk,9
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_17.jpg_fake_6_98.jpg,alb,0
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_40.jpg_fake_3_100.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_43.jpg_fake_4_65.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_16.jpg_fake_2_72.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_47.jpg,srb,8
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_09.jpg_fake_8_97.jpg,svk,9
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_83.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_94.jpg_fake_4_88.jpg,grc,5
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_84.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_68.jpg_fake_5_23.jpg,srb,8
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_34.jpg,aze,1
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_37.jpg,alb,0
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_69.jpg_fake_6_3.jpg,alb,0
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_26.jpg_fake_5_18.jpg,srb,8
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_39.jpg_fake_2_42.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_58.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/est_id_44.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_24.jpg_fake_6_100.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_82.jpg,rus,7
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_17.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_03.jpg_fake_7_31.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_48.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_94.jpg_fake_4_106.jpg,grc,5
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_88.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_55.jpg,grc,5
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_41.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/est_id_88.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_19.jpg_fake_7_60.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_41.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_54.jpg_fake_6_24.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_00.jpg,svk,9
reals,0,/data/users/soteria/MIDV2020/reals/est_id_40.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_00.jpg_fake_1_67.jpg,rus,7
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_26.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_63.jpg_fake_2_112.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_35.jpg,svk,9
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_84.jpg_fake_7_104.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_69.jpg_fake_9_96.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_79.jpg_fake_5_71.jpg,srb,8
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_30.jpg_fake_4_108.jpg,grc,5
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_10.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_74.jpg_fake_1_9.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_53.jpg_fake_6_33.jpg,alb,0
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_97.jpg_fake_3_115.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_53.jpg_fake_9_68.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_12.jpg_fake_4_53.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_77.jpg_fake_4_83.jpg,grc,5
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_12.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_07.jpg_fake_4_101.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_33.jpg_fake_6_10.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_59.jpg,srb,8
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_50.jpg,rus,7
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_96.jpg,aze,1
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_97.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_38.jpg_fake_9_35.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_49.jpg_fake_1_83.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_34.jpg_fake_8_103.jpg,svk,9
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_92.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/est_id_76.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_60.jpg_fake_9_32.jpg,est,3
reals,0,/data/users/soteria/MIDV2020/reals/est_id_61.jpg,est,3
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_83.jpg,lva,6
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_58.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_35.jpg_fake_5_39.jpg,srb,8
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_86.jpg_fake_4_7.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_74.jpg_fake_7_40.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_85.jpg_fake_0_13.jpg,lva,6
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_58.jpg,grc,5
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_10.jpg_fake_9_63.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_65.jpg_fake_3_87.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_69.jpg_fake_8_49.jpg,svk,9
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_63.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_93.jpg,rus,7
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_31.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_39.jpg_fake_5_96.jpg,srb,8
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_81.jpg_fake_6_63.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_59.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_23.jpg_fake_2_78.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_49.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_80.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_65.jpg_fake_1_17.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_85.jpg_fake_1_5.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_61.jpg_fake_2_27.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_82.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_87.jpg_fake_5_100.jpg,srb,8
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_67.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_71.jpg_fake_3_94.jpg,aze,1
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_39.jpg,svk,9
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_18.jpg_fake_7_110.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_75.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_61.jpg,alb,0
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_75.jpg_fake_3_107.jpg,aze,1
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_18.jpg_fake_7_79.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_30.jpg,lva,6
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_57.jpg_fake_9_72.jpg,est,3
reals,0,/data/users/soteria/MIDV2020/reals/est_id_42.jpg,est,3
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_09.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_96.jpg,esp,2
reals,0,/data/users/soteria/MIDV2020/reals/est_id_70.jpg,est,3
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_21.jpg_fake_1_31.jpg,rus,7
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_85.jpg_fake_8_71.jpg,svk,9
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_66.jpg_fake_8_25.jpg,svk,9
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_13.jpg,alb,0
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_30.jpg_fake_7_15.jpg,fin,4
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_23.jpg,srb,8
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_20.jpg_fake_6_51.jpg,alb,0
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_37.jpg,fin,4
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_56.jpg_fake_2_107.jpg,esp,2
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_74.jpg_fake_2_99.jpg,esp,2
